2	1	3820.158884525299	1	0.05525922775268555	1	0.10937786102294922	0	0	1	0.7336552143096924	1	0.41232848167419434	0	1	
2	1	4266.642992973328	1	0.03626656532287598	1	0.1281452178955078	0	0	1	0.7782800197601318	1	0.4020082950592041	100	2	
2	1	2532.4560689926147	1	0.03397250175476074	1	0.12909579277038574	0	0	1	0.8673319816589355	1	0.3520081043243408	200	3	
2	1	4543.826359987259	1	0.03516578674316406	1	0.12880516052246094	0	0	1	0.8499653339385986	1	0.37685632705688477	300	4	
3	0	0	1	0.11071276664733887	1	0.1598067283630371	0	0	1	6.335957288742065	1	1.1604533195495605	0	5	
3	0	0	1	0.07020211219787598	1	0.16474342346191406	0	0	1	6.00333833694458	1	1.1555263996124268	100	6	
3	0	0	1	0.10615777969360352	1	0.15843439102172852	0	0	1	6.020198822021484	1	1.1301288604736328	200	7	
3	0	0	1	0.08138775825500488	1	0.1182703971862793	0	0	1	6.16706657409668	1	1.1495590209960938	300	8	
4	0	0	1	0.12471985816955566	1	0.12543988227844238	0	0	1	16.69031023979187	1	2.1453514099121094	0	9	
4	0	0	1	0.13315391540527344	1	0.17728233337402344	0	0	1	16.720914363861084	1	2.1088154315948486	100	10	
4	0	0	1	0.17649340629577637	1	0.18838763236999512	0	0	1	15.586296081542969	1	2.041835069656372	200	11	
4	0	0	1	0.18110227584838867	1	0.18572282791137695	0	0	1	18.120283365249634	1	2.2245230674743652	300	12	
2	0	0	0	0	1	0.14667820930480957	0	0	0	0	1	1.604825735092163	0	13	
2	0	0	0	0	1	0.11531639099121094	0	0	0	0	1	1.756392002105713	100	14	
2	0	0	0	0	1	0.1453239917755127	0	0	0	0	1	1.7028217315673828	200	15	
2	0	0	0	0	1	0.13915729522705078	0	0	0	0	1	2.1597485542297363	300	16	
2	0	0	0	0	1	0.16283369064331055	0	0	0	0	1	6.94202184677124	0	17	
2	0	0	0	0	1	0.166611909866333	0	0	0	0	1	6.956460237503052	100	18	
2	0	0	0	0	1	0.1749570369720459	0	0	0	0	1	6.660754680633545	200	19	
2	0	0	0	0	1	0.17584586143493652	0	0	0	0	1	6.550220251083374	300	20	
